MLC Song Code,Primary Title,ISWC,Member Song IDs,Artists,Party Id,Party Name,Party IPI,Party Role,Collectible Share,Chain of Title Id,Chain of Title Parent Id
YD1WJF,YO SOY EL JEDE,,,GERARDO DAZ Y SU GERARQUA | Gerardo Díaz Y Su Gerarquía,P117Z9,MELODIES OF RIGOLETTO MUSIC PUBLISHING,01036461187,Administrator,100.000,3,1
UA8P3C,UN AMOR COMO EL MIO,,,ANGEL SAUCEDA,13029133,"GASTELUM, ANGEL RENE",,Composer/Author,,2,
UA8P3C,UN AMOR COMO EL MIO,,,ANGEL SAUCEDA,PA39UA,MELODIES OF AFINARTE,00807953316,Original Publisher,0.000,1,2
UA8P3C,UN AMOR COMO EL MIO,,,ANGEL SAUCEDA,P117Z9,MELODIES OF RIGOLETTO MUSIC PUBLISHING,01036461187,Administrator,100.000,3,1
EA6MRR,EL COMANDANTE CHITO,,,ALEMI BUSTOS | Alemi Bustos,14623548,"HURTADO, ALEMI BUSTOS",01067193059,Composer/Author,,3,
EA6MRR,EL COMANDANTE CHITO,,,ALEMI BUSTOS | Alemi Bustos,13290198,"HURTADO, ALEMI",,Composer/Author,,2,
EA6MRR,EL COMANDANTE CHITO,,,ALEMI BUSTOS | Alemi Bustos,PA39UA,MELODIES OF AFINARTE,00807953316,Original Publisher,0.000,1,2|3
EA6MRR,EL COMANDANTE CHITO,,,ALEMI BUSTOS | Alemi Bustos,P117Z9,MELODIES OF RIGOLETTO MUSIC PUBLISHING,01036461187,Administrator,100.000,4,1
EA6MV7,EL PRIMO,,,Gerardo Díaz Y Su Gerarquía | GERARDO DAZ Y SU GERARQUA,11422900,"DIAZ BORJA, GERARDO",00845394311,Composer/Author,,2,
EA6MV7,EL PRIMO,,,Gerardo Díaz Y Su Gerarquía | GERARDO DAZ Y SU GERARQUA,PA39UA,MELODIES OF AFINARTE,00807953316,Original Publisher,0.000,1,2|2
EA6MV7,EL PRIMO,,,Gerardo Díaz Y Su Gerarquía | GERARDO DAZ Y SU GERARQUA,P117Z9,MELODIES OF RIGOLETTO MUSIC PUBLISHING,01036461187,Administrator,100.000,3,1
EA6MXX,EL HAKAY,,,Angel Sauceda,13744158,"GASTELUM, ANGEL RENE SAUCEDA",01049176354,Composer/Author,,2,
EA6MXX,EL HAKAY,,,Angel Sauceda,PA39UA,MELODIES OF AFINARTE,00807953316,Original Publisher,0.000,1,2
EA6MXX,EL HAKAY,,,Angel Sauceda,P117Z9,MELODIES OF RIGOLETTO MUSIC PUBLISHING,01036461187,Administrator,100.000,3,1
EA6T58,EL HAKAY,,,ANGEL SAUCEDA,13029133,"GASTELUM, ANGEL RENE",,Composer/Author,,2,
EA6T58,EL HAKAY,,,ANGEL SAUCEDA,PA39UA,MELODIES OF AFINARTE,00807953316,Original Publisher,0.000,1,2
EA6T58,EL HAKAY,,,ANGEL SAUCEDA,P117Z9,MELODIES OF RIGOLETTO MUSIC PUBLISHING,01036461187,Administrator,100.000,3,1
EA61LR,ESTA NOCHE VENGO A VERTE,,,Jr Salazar,13744121,"MEDRANO, JOSE GUADALUPE SANCHEZ",00835985390,Composer/Author,,2,
EA61LR,ESTA NOCHE VENGO A VERTE,,,Jr Salazar,PA39UA,MELODIES OF AFINARTE,00807953316,Original Publisher,0.000,1,2
EA61LR,ESTA NOCHE VENGO A VERTE,,,Jr Salazar,P117Z9,MELODIES OF RIGOLETTO MUSIC PUBLISHING,01036461187,Administrator,100.000,3,1
PF110D,PINOCHO,,,ADRIANA RIOS,13029147,"ECHEVERRIA, ADRIANA ISABEL",,Composer/Author,,2,
PF110D,PINOCHO,,,ADRIANA RIOS,8321144,"ROMERO, JUAN MANUEL",,Composer/Author,,3,
PF110D,PINOCHO,,,ADRIANA RIOS,8210766,"CALDERON, OSCAR",,Composer/Author,,4,
PF110D,PINOCHO,,,ADRIANA RIOS,P003TP,SONGS OF AFINARTE,00817874992,Original Publisher,0.000,1,2|3|4
PF110D,PINOCHO,,,ADRIANA RIOS,P077LY,RIGOLETTO MUSIC PUBLISHING,,Administrator,100.000,5,1
EA61XX,ESTA NOCHE VENGO A VERTE,,,JR SALAZAR,13029150,"MEDRANO, JOSE GUADALUPE",,Composer/Author,,2,
EA61XX,ESTA NOCHE VENGO A VERTE,,,JR SALAZAR,PA39UA,MELODIES OF AFINARTE,00807953316,Original Publisher,0.000,1,2
EA61XX,ESTA NOCHE VENGO A VERTE,,,JR SALAZAR,P117Z9,MELODIES OF RIGOLETTO MUSIC PUBLISHING,01036461187,Administrator,100.000,3,1
EA9VP7,EL GERA,T9244384643,,KANALES,11898486,"HAROS, PEDRO",00675463414,Composer/Author,,2,
EA9VP7,EL GERA,T9244384643,,KANALES,P003TP,SONGS OF AFINARTE,00817874992,Original Publisher,0.000,1,2
EA9VP7,EL GERA,T9244384643,,KANALES,P077LY,RIGOLETTO MUSIC PUBLISHING,,Administrator,100.000,3,1
NC90U4,NEBLINA DE RANCHO,T9244380607,,KANALES,11898486,"HAROS, PEDRO",00675463414,Composer/Author,,2,
NC90U4,NEBLINA DE RANCHO,T9244380607,,KANALES,P003TP,SONGS OF AFINARTE,00817874992,Original Publisher,0.000,1,2
NC90U4,NEBLINA DE RANCHO,T9244380607,,KANALES,P077LY,RIGOLETTO MUSIC PUBLISHING,,Administrator,100.000,3,1
CB6PRI,CRONICAS DE LA BATALLA,T3055408947,,LOS PROFETAS DEL NORTE | AYUDANTES DEL RANCHO | JOSECITO LEÓN Y SU INTERNACIONAL BANDA ROJA | TRIPLE GIRO | LOS NUEVOS ONDEADOS | DONALDO MARTINEZ | ADAN CUEN | JOAQUIN ESCOBAR | LOS MAYORES | Los Dos Carnales | LOS DOS CARNALES & CALIBRE 50 | LOS DOS CARNALES Y CALIBRE 50,13782915,"SALAZAR, JAIR AMARO",,Composer/Author,,2,
CB6PRI,CRONICAS DE LA BATALLA,T3055408947,,LOS PROFETAS DEL NORTE | AYUDANTES DEL RANCHO | JOSECITO LEÓN Y SU INTERNACIONAL BANDA ROJA | TRIPLE GIRO | LOS NUEVOS ONDEADOS | DONALDO MARTINEZ | ADAN CUEN | JOAQUIN ESCOBAR | LOS MAYORES | Los Dos Carnales | LOS DOS CARNALES & CALIBRE 50 | LOS DOS CARNALES Y CALIBRE 50,13782840,"SALAZAR, LUIS ANGEL JAIR AMARO",,Composer/Author,,5,
CB6PRI,CRONICAS DE LA BATALLA,T3055408947,,LOS PROFETAS DEL NORTE | AYUDANTES DEL RANCHO | JOSECITO LEÓN Y SU INTERNACIONAL BANDA ROJA | TRIPLE GIRO | LOS NUEVOS ONDEADOS | DONALDO MARTINEZ | ADAN CUEN | JOAQUIN ESCOBAR | LOS MAYORES | Los Dos Carnales | LOS DOS CARNALES & CALIBRE 50 | LOS DOS CARNALES Y CALIBRE 50,3727766,"CANTU, RODOLFO EDEN MUNOZ",00635044859,Composer/Author,,3,
CB6PRI,CRONICAS DE LA BATALLA,T3055408947,,LOS PROFETAS DEL NORTE | AYUDANTES DEL RANCHO | JOSECITO LEÓN Y SU INTERNACIONAL BANDA ROJA | TRIPLE GIRO | LOS NUEVOS ONDEADOS | DONALDO MARTINEZ | ADAN CUEN | JOAQUIN ESCOBAR | LOS MAYORES | Los Dos Carnales | LOS DOS CARNALES & CALIBRE 50 | LOS DOS CARNALES Y CALIBRE 50,PC91US,DULCE MARIA MUSIC LLC,00667602034,Original Publisher,50.000,1,2|3
CB6PRI,CRONICAS DE LA BATALLA,T3055408947,,LOS PROFETAS DEL NORTE | AYUDANTES DEL RANCHO | JOSECITO LEÓN Y SU INTERNACIONAL BANDA ROJA | TRIPLE GIRO | LOS NUEVOS ONDEADOS | DONALDO MARTINEZ | ADAN CUEN | JOAQUIN ESCOBAR | LOS MAYORES | Los Dos Carnales | LOS DOS CARNALES & CALIBRE 50 | LOS DOS CARNALES Y CALIBRE 50,P003TP,SONGS OF AFINARTE,00817874992,Original Publisher,0.000,4,5
CB6PRI,CRONICAS DE LA BATALLA,T3055408947,,LOS PROFETAS DEL NORTE | AYUDANTES DEL RANCHO | JOSECITO LEÓN Y SU INTERNACIONAL BANDA ROJA | TRIPLE GIRO | LOS NUEVOS ONDEADOS | DONALDO MARTINEZ | ADAN CUEN | JOAQUIN ESCOBAR | LOS MAYORES | Los Dos Carnales | LOS DOS CARNALES & CALIBRE 50 | LOS DOS CARNALES Y CALIBRE 50,P206D7,SONGS OF RIGOLETTO MUSIC PUBLISHING,01050464001,Administrator,50.000,6,4
FE84ZR,FUERA DE SERVICIO,T3098661877,,LA DOBLE BANDERA | LA NUEVA MARCHA | PEDRO GARCIA Y SU ARSENAL | CHALO ROSAS | ADAN CUEN Y SU PLEBADA | GRUPO PLAN B | MANUEL GARCIA | LA GUAMUCHIL BANDA | LOS PLEBES DE JESUS MARIA | LA ELEGANCIA MX | ESTILO SENCILLO | TONY MONTOYA | GRUPO BECA | LOS CONQUISTADORES DEL RANCHO | JESUS MENDEZ | EL FANTASMA,4441947,"MONTOYA, JESUS ANTONIO INZUNZA",00795830298,Composer/Author,,3,
FE84ZR,FUERA DE SERVICIO,T3098661877,,LA DOBLE BANDERA | LA NUEVA MARCHA | PEDRO GARCIA Y SU ARSENAL | CHALO ROSAS | ADAN CUEN Y SU PLEBADA | GRUPO PLAN B | MANUEL GARCIA | LA GUAMUCHIL BANDA | LOS PLEBES DE JESUS MARIA | LA ELEGANCIA MX | ESTILO SENCILLO | TONY MONTOYA | GRUPO BECA | LOS CONQUISTADORES DEL RANCHO | JESUS MENDEZ | EL FANTASMA,3576923,"DIAZ, LUCIANO LUNA",00518170368,Composer/Author,,2,
FE84ZR,FUERA DE SERVICIO,T3098661877,,LA DOBLE BANDERA | LA NUEVA MARCHA | PEDRO GARCIA Y SU ARSENAL | CHALO ROSAS | ADAN CUEN Y SU PLEBADA | GRUPO PLAN B | MANUEL GARCIA | LA GUAMUCHIL BANDA | LOS PLEBES DE JESUS MARIA | LA ELEGANCIA MX | ESTILO SENCILLO | TONY MONTOYA | GRUPO BECA | LOS CONQUISTADORES DEL RANCHO | JESUS MENDEZ | EL FANTASMA,PL98MD,MUSIC OF AFINARTE,00817094629,Original Publisher,0.000,1,2|3
FE84ZR,FUERA DE SERVICIO,T3098661877,,LA DOBLE BANDERA | LA NUEVA MARCHA | PEDRO GARCIA Y SU ARSENAL | CHALO ROSAS | ADAN CUEN Y SU PLEBADA | GRUPO PLAN B | MANUEL GARCIA | LA GUAMUCHIL BANDA | LOS PLEBES DE JESUS MARIA | LA ELEGANCIA MX | ESTILO SENCILLO | TONY MONTOYA | GRUPO BECA | LOS CONQUISTADORES DEL RANCHO | JESUS MENDEZ | EL FANTASMA,P117Z9,MELODIES OF RIGOLETTO MUSIC PUBLISHING,01036461187,Administrator,100.000,4,1
RA8E31,ROBERTO LUNA SALDIVAR,T3121466482,,Inteligencia Norteña | Inteligencia Nortena,4374996,"MIRANDA, ROBERTO RAMIREZ",00785871678,Composer/Author,,2,
RA8E31,ROBERTO LUNA SALDIVAR,T3121466482,,Inteligencia Norteña | Inteligencia Nortena,PL98MD,MUSIC OF AFINARTE,00817094629,Original Publisher,0.000,1,2
RA8E31,ROBERTO LUNA SALDIVAR,T3121466482,,Inteligencia Norteña | Inteligencia Nortena,P117Z9,MELODIES OF RIGOLETTO MUSIC PUBLISHING,01036461187,Administrator,100.000,3,1
CA3EI2,CUATRO COPAS,T9244383355,,KANALES,11898486,"HAROS, PEDRO",00675463414,Composer/Author,,2,
CA3EI2,CUATRO COPAS,T9244383355,,KANALES,P003TP,SONGS OF AFINARTE,00817874992,Original Publisher,0.000,1,2
CA3EI2,CUATRO COPAS,T9244383355,,KANALES,P077LY,RIGOLETTO MUSIC PUBLISHING,,Administrator,100.000,3,1
DB1H2N,DE TI NO QUIERO NADA,T3128380445,,QUINTO MES | Ruben Salazar,11746757,"SALAZAR ASTORGA, RUBEN",00360892642,Composer/Author,,2,
DB1H2N,DE TI NO QUIERO NADA,T3128380445,,QUINTO MES | Ruben Salazar,PL98MD,MUSIC OF AFINARTE,00817094629,Original Publisher,0.000,1,2
DB1H2N,DE TI NO QUIERO NADA,T3128380445,,QUINTO MES | Ruben Salazar,P117Z9,MELODIES OF RIGOLETTO MUSIC PUBLISHING,01036461187,Administrator,100.000,3,1
LA2DML,LOS CIMIENTOS DEL IMPERIO,T3054718882,,El Fantasma,7762544,"FLORES, OSCAR MANUEL AVILEZ",00674300654,Composer/Author,,2,
LA2DML,LOS CIMIENTOS DEL IMPERIO,T3054718882,,El Fantasma,PL98MD,MUSIC OF AFINARTE,00817094629,Original Publisher,0.000,1,2
LA2DML,LOS CIMIENTOS DEL IMPERIO,T3054718882,,El Fantasma,P117Z9,MELODIES OF RIGOLETTO MUSIC PUBLISHING,01036461187,Administrator,100.000,3,1
VB5WCN,VETE MUCHO A LA CHINGADA,,,Los Hijos De Manuel,13989197,"PEREZ, VISTOR EDUARDO AMARO",01055196755,Composer/Author,,3,
VB5WCN,VETE MUCHO A LA CHINGADA,,,Los Hijos De Manuel,P003TP,SONGS OF AFINARTE,00817874992,Original Publisher,0.000,1,
VB5WCN,VETE MUCHO A LA CHINGADA,,,Los Hijos De Manuel,P206D7,SONGS OF RIGOLETTO MUSIC PUBLISHING,01050464001,Administrator,100.000,2,1
FI5964,FALSOS AMIGOS,,,JONY RAMIREZ,15038752,"RAMIREZ, ALEXIS",,Composer/Author,,3,
FI5964,FALSOS AMIGOS,,,JONY RAMIREZ,P003TP,SONGS OF AFINARTE,00817874992,Original Publisher,0.000,1,
FI5964,FALSOS AMIGOS,,,JONY RAMIREZ,P077LY,RIGOLETTO MUSIC PUBLISHING,,Administrator,100.000,2,1
SB9XKK,SAN JUDAS TADEO,,,Gerardo Diaz Y Su Gerarquia | GERARDO DIAZ Y SU GERARQUIA,11422900,"DIAZ BORJA, GERARDO",00845394311,Composer/Author,,3,
SB9XKK,SAN JUDAS TADEO,,,Gerardo Diaz Y Su Gerarquia | GERARDO DIAZ Y SU GERARQUIA,PA39UA,MELODIES OF AFINARTE,00807953316,Original Publisher,0.000,1,
SB9XKK,SAN JUDAS TADEO,,,Gerardo Diaz Y Su Gerarquia | GERARDO DIAZ Y SU GERARQUIA,P117Z9,MELODIES OF RIGOLETTO MUSIC PUBLISHING,01036461187,Administrator,100.000,2,1
LF1B9P,LA PROPINA,,,LOS DOS CARNALES,13623903,"JR, ALFONSO DE JESUS",,Composer/Author,,3,
LF1B9P,LA PROPINA,,,LOS DOS CARNALES,P003TP,SONGS OF AFINARTE,00817874992,Original Publisher,0.000,1,
LF1B9P,LA PROPINA,,,LOS DOS CARNALES,P077LY,RIGOLETTO MUSIC PUBLISHING,,Administrator,100.000,2,1
LF1CAB,LA CHINA WHITE,,,JONY RAMIREZ,15038752,"RAMIREZ, ALEXIS",,Composer/Author,,3,
LF1CAB,LA CHINA WHITE,,,JONY RAMIREZ,P003TP,SONGS OF AFINARTE,00817874992,Original Publisher,0.000,1,
LF1CAB,LA CHINA WHITE,,,JONY RAMIREZ,P077LY,RIGOLETTO MUSIC PUBLISHING,,Administrator,100.000,2,1
AD21AK,AL MISMO NIVEL,,,JONY RAMIREZ,15038752,"RAMIREZ, ALEXIS",,Composer/Author,,3,
AD21AK,AL MISMO NIVEL,,,JONY RAMIREZ,P003TP,SONGS OF AFINARTE,00817874992,Original Publisher,0.000,1,
AD21AK,AL MISMO NIVEL,,,JONY RAMIREZ,P077LY,RIGOLETTO MUSIC PUBLISHING,,Administrator,100.000,2,1
LF1JBB,LA LOTERIA,,,ADRIANA RIOS,13029147,"ECHEVERRIA, ADRIANA ISABEL",,Composer/Author,,5,
LF1JBB,LA LOTERIA,,,ADRIANA RIOS,15038753,"RODRIGUEZ, OFELIA ALEJANDRA",,Composer/Author,,4,
LF1JBB,LA LOTERIA,,,ADRIANA RIOS,8210766,"CALDERON, OSCAR",,Composer/Author,,3,
LF1JBB,LA LOTERIA,,,ADRIANA RIOS,P003TP,SONGS OF AFINARTE,00817874992,Original Publisher,0.000,1,
LF1JBB,LA LOTERIA,,,ADRIANA RIOS,P077LY,RIGOLETTO MUSIC PUBLISHING,,Administrator,100.000,2,1
VB5WDJ,VETE MUCHO A LA CHINGADA,,,LOS HIJOS DE MANUEL,15038757,"AMARO, VICTOR",,Composer/Author,,3,
VB5WDJ,VETE MUCHO A LA CHINGADA,,,LOS HIJOS DE MANUEL,P003TP,SONGS OF AFINARTE,00817874992,Original Publisher,0.000,1,
VB5WDJ,VETE MUCHO A LA CHINGADA,,,LOS HIJOS DE MANUEL,P077LY,RIGOLETTO MUSIC PUBLISHING,,Administrator,100.000,2,1
FI5995,FALSOS AMIGOS,,,Jony Ramirez,14848697,"MALDONADO, JUAN RAMIREZ",01027762170,Composer/Author,,3,
FI5995,FALSOS AMIGOS,,,Jony Ramirez,P003TP,SONGS OF AFINARTE,00817874992,Original Publisher,0.000,1,
FI5995,FALSOS AMIGOS,,,Jony Ramirez,P206D7,SONGS OF RIGOLETTO MUSIC PUBLISHING,01050464001,Administrator,100.000,2,1
SB9XPE,SOLDADO CAIDO,,,EL FANTASMA,12064555,"MEDINA, EDGAR SALVADOR",,Composer/Author,,3,
SB9XPE,SOLDADO CAIDO,,,EL FANTASMA,P003TP,SONGS OF AFINARTE,00817874992,Original Publisher,0.000,1,
SB9XPE,SOLDADO CAIDO,,,EL FANTASMA,P077LY,RIGOLETTO MUSIC PUBLISHING,,Administrator,100.000,2,1
BD1PMO,BELLA MUJER,,,GRUPO NUEVA LIGA,14688738,"CERVANTES, ALEXANDER RAFAEL",,Composer/Author,,3,
BD1PMO,BELLA MUJER,,,GRUPO NUEVA LIGA,P003TP,SONGS OF AFINARTE,00817874992,Original Publisher,0.000,1,
BD1PMO,BELLA MUJER,,,GRUPO NUEVA LIGA,P077LY,RIGOLETTO MUSIC PUBLISHING,,Administrator,100.000,2,1
AD21DA,AL MISMO NIVEL,,,Jony Ramirez,14848697,"MALDONADO, JUAN RAMIREZ",01027762170,Composer/Author,,3,
AD21DA,AL MISMO NIVEL,,,Jony Ramirez,P003TP,SONGS OF AFINARTE,00817874992,Original Publisher,0.000,1,
AD21DA,AL MISMO NIVEL,,,Jony Ramirez,P206D7,SONGS OF RIGOLETTO MUSIC PUBLISHING,01050464001,Administrator,100.000,2,1
LF1JC9,LA LOTERIA,,,Adriana Rios,12983005,"RIOS, ADRIANA ISABEL I",00855462023,Composer/Author,,4,
LF1JC9,LA LOTERIA,,,Adriana Rios,12645056,"PEREZ RODRIGUEZ, OFELIA ALEJANDRA",00725123668,Composer/Author,,3,
LF1JC9,LA LOTERIA,,,Adriana Rios,P003TP,SONGS OF AFINARTE,00817874992,Original Publisher,0.000,1,
LF1JC9,LA LOTERIA,,,Adriana Rios,P206D7,SONGS OF RIGOLETTO MUSIC PUBLISHING,01050464001,Administrator,100.000,2,1
EA4FAA,EL BLANCO,,,Jony Ramirez,11422900,"DIAZ BORJA, GERARDO",00845394311,Composer/Author,,4,
EA4FAA,EL BLANCO,,,Jony Ramirez,14848697,"MALDONADO, JUAN RAMIREZ",01027762170,Composer/Author,,3,
EA4FAA,EL BLANCO,,,Jony Ramirez,PA39UA,MELODIES OF AFINARTE,00807953316,Original Publisher,0.000,1,
EA4FAA,EL BLANCO,,,Jony Ramirez,P117Z9,MELODIES OF RIGOLETTO MUSIC PUBLISHING,01036461187,Administrator,100.000,2,1
AD21DK,A PUNTO DE LLORAR,,,JONY RAMIREZ,15038752,"RAMIREZ, ALEXIS",,Composer/Author,,3,
AD21DK,A PUNTO DE LLORAR,,,JONY RAMIREZ,P003TP,SONGS OF AFINARTE,00817874992,Original Publisher,0.000,1,
AD21DK,A PUNTO DE LLORAR,,,JONY RAMIREZ,P077LY,RIGOLETTO MUSIC PUBLISHING,,Administrator,100.000,2,1
EA4FAE,EL BENDECIDO,,,Los Dos Carnales,13345554,"QUEZADA, ALFONSO DE JESUS",00870476513,Composer/Author,,3,
EA4FAE,EL BENDECIDO,,,Los Dos Carnales,P003TP,SONGS OF AFINARTE,00817874992,Original Publisher,0.000,1,
EA4FAE,EL BENDECIDO,,,Los Dos Carnales,P206D7,SONGS OF RIGOLETTO MUSIC PUBLISHING,01050464001,Administrator,100.000,2,1
SB9XPW,SOY EL PATRON (R-43),,,"Voz De Mando, Nicolas Garcia",13771267,"GARCIA, NICOLAS",00735012771,Composer/Author,,3,
SB9XPW,SOY EL PATRON (R-43),,,"Voz De Mando, Nicolas Garcia",P003TP,SONGS OF AFINARTE,00817874992,Original Publisher,0.000,1,
SB9XPW,SOY EL PATRON (R-43),,,"Voz De Mando, Nicolas Garcia",P206D7,SONGS OF RIGOLETTO MUSIC PUBLISHING,01050464001,Administrator,100.000,2,1
BD1PNC,BELLA MUJER,,,Grupo Nueva Liga,14707480,"CERVANTES, ALEXANDER RAFAEL",01100585600,Composer/Author,,3,
BD1PNC,BELLA MUJER,,,Grupo Nueva Liga,P003TP,SONGS OF AFINARTE,00817874992,Original Publisher,0.000,1,
BD1PNC,BELLA MUJER,,,Grupo Nueva Liga,P206D7,SONGS OF RIGOLETTO MUSIC PUBLISHING,01050464001,Administrator,100.000,2,1
EA4FAZ,EL BENDECIDO,,,LOS DOS CARNALES,13623903,"JR, ALFONSO DE JESUS",,Composer/Author,,3,
EA4FAZ,EL BENDECIDO,,,LOS DOS CARNALES,P003TP,SONGS OF AFINARTE,00817874992,Original Publisher,0.000,1,
EA4FAZ,EL BENDECIDO,,,LOS DOS CARNALES,P077LY,RIGOLETTO MUSIC PUBLISHING,,Administrator,100.000,2,1
EA4FA2,EL CONSENTIDO DEL VIEJO,,,Jony Ramirez,14848697,"MALDONADO, JUAN RAMIREZ",01027762170,Composer/Author,,3,
EA4FA2,EL CONSENTIDO DEL VIEJO,,,Jony Ramirez,P003TP,SONGS OF AFINARTE,00817874992,Original Publisher,0.000,1,
EA4FA2,EL CONSENTIDO DEL VIEJO,,,Jony Ramirez,P206D7,SONGS OF RIGOLETTO MUSIC PUBLISHING,01050464001,Administrator,100.000,2,1
SB94R6,SOY EL PATRON (R-43),,,"VOZ DE MANDO, NICOLAS GARCIA",13623625,"JR, NICOLAS",,Composer/Author,,3,
SB94R6,SOY EL PATRON (R-43),,,"VOZ DE MANDO, NICOLAS GARCIA",P003TP,SONGS OF AFINARTE,00817874992,Original Publisher,0.000,1,
SB94R6,SOY EL PATRON (R-43),,,"VOZ DE MANDO, NICOLAS GARCIA",P077LY,RIGOLETTO MUSIC PUBLISHING,,Administrator,100.000,2,1
EA4FA9,EL COCHITO,,,Jony Ramirez,14848697,"MALDONADO, JUAN RAMIREZ",01027762170,Composer/Author,,3,
EA4FA9,EL COCHITO,,,Jony Ramirez,P003TP,SONGS OF AFINARTE,00817874992,Original Publisher,0.000,1,
EA4FA9,EL COCHITO,,,Jony Ramirez,P206D7,SONGS OF RIGOLETTO MUSIC PUBLISHING,01050464001,Administrator,100.000,2,1
MB8841,MI ANGEL DEL CIELO,,,Jr Salazar | JR SALAZAR,13029150,"MEDRANO, JOSE GUADALUPE",,Composer/Author,,4,
MB8841,MI ANGEL DEL CIELO,,,Jr Salazar | JR SALAZAR,13744121,"MEDRANO, JOSE GUADALUPE SANCHEZ",00835985390,Composer/Author,,3,
MB8841,MI ANGEL DEL CIELO,,,Jr Salazar | JR SALAZAR,PA39UA,MELODIES OF AFINARTE,00807953316,Original Publisher,0.000,1,
MB8841,MI ANGEL DEL CIELO,,,Jr Salazar | JR SALAZAR,P117Z9,MELODIES OF RIGOLETTO MUSIC PUBLISHING,01036461187,Administrator,100.000,2,1
EA4FBK,EL COCHITO,,,JONY RAMIREZ,15038752,"RAMIREZ, ALEXIS",,Composer/Author,,3,
EA4FBK,EL COCHITO,,,JONY RAMIREZ,P003TP,SONGS OF AFINARTE,00817874992,Original Publisher,0.000,1,
EA4FBK,EL COCHITO,,,JONY RAMIREZ,P077LY,RIGOLETTO MUSIC PUBLISHING,,Administrator,100.000,2,1
EA8R3I,EL PENANO,T9225671749,,El Fantasma | EL FANTASMA,11095896,"GARCIA, ALEXANDER",00782546705,Composer/Author,,2,
EA8R3I,EL PENANO,T9225671749,,El Fantasma | EL FANTASMA,PL98MD,MUSIC OF AFINARTE,00817094629,Original Publisher,0.000,1,2
EA8R3I,EL PENANO,T9225671749,,El Fantasma | EL FANTASMA,P206D7,SONGS OF RIGOLETTO MUSIC PUBLISHING,01050464001,Administrator,100.000,3,1
RB6QQU,RELATOS DE MARCIAL FERNANDEZ,,,DECISIN EFECTIVA,13347165,"MUNOZ, ISRAEL",,Composer/Author,,3,
RB6QQU,RELATOS DE MARCIAL FERNANDEZ,,,DECISIN EFECTIVA,14412534,"CARO, RAFAEL",,Composer/Author,,4,
RB6QQU,RELATOS DE MARCIAL FERNANDEZ,,,DECISIN EFECTIVA,P003TP,SONGS OF AFINARTE,00817874992,Original Publisher,0.000,1,
RB6QQU,RELATOS DE MARCIAL FERNANDEZ,,,DECISIN EFECTIVA,P077LY,RIGOLETTO MUSIC PUBLISHING,,Administrator,100.000,2,1
IG1F7E,ILUSION DE AMOR,,,GRUPO NUEVA LIGA,14688738,"CERVANTES, ALEXANDER RAFAEL",,Composer/Author,,3,
IG1F7E,ILUSION DE AMOR,,,GRUPO NUEVA LIGA,P003TP,SONGS OF AFINARTE,00817874992,Original Publisher,0.000,1,
IG1F7E,ILUSION DE AMOR,,,GRUPO NUEVA LIGA,P077LY,RIGOLETTO MUSIC PUBLISHING,,Administrator,100.000,2,1
PJ4U3K,POR UNOS OJOS BONITOS,,,Jr Salazar,13744121,"MEDRANO, JOSE GUADALUPE SANCHEZ",00835985390,Composer/Author,,3,
PJ4U3K,POR UNOS OJOS BONITOS,,,Jr Salazar,PA39UA,MELODIES OF AFINARTE,00807953316,Original Publisher,0.000,1,
PJ4U3K,POR UNOS OJOS BONITOS,,,Jr Salazar,P077LY,RIGOLETTO MUSIC PUBLISHING,,Administrator,100.000,2,1
SB8WPD,SIGO VIGENTE,,,ALEMI BUSTOS | Alemi Bustos,14623548,"HURTADO, ALEMI BUSTOS",01067193059,Composer/Author,,3,
SB8WPD,SIGO VIGENTE,,,ALEMI BUSTOS | Alemi Bustos,PA39UA,MELODIES OF AFINARTE,00807953316,Original Publisher,0.000,1,
SB8WPD,SIGO VIGENTE,,,ALEMI BUSTOS | Alemi Bustos,P077LY,RIGOLETTO MUSIC PUBLISHING,,Administrator,100.000,2,1
CD04AS,CHOLOS AL PUNTO,,,Los Dos Carnales | LOS DOS CARNALES,13624295,"QUEZADA, IMANOL",,Composer/Author,,3,
CD04AS,CHOLOS AL PUNTO,,,Los Dos Carnales | LOS DOS CARNALES,P003TP,SONGS OF AFINARTE,00817874992,Original Publisher,0.000,1,
CD04AS,CHOLOS AL PUNTO,,,Los Dos Carnales | LOS DOS CARNALES,P077LY,RIGOLETTO MUSIC PUBLISHING,,Administrator,100.000,2,1
HB1Y2P,HISTORIA DE AMOR,,,GRUPO NUEVA LIGA,14688738,"CERVANTES, ALEXANDER RAFAEL",,Composer/Author,,3,
HB1Y2P,HISTORIA DE AMOR,,,GRUPO NUEVA LIGA,P003TP,SONGS OF AFINARTE,00817874992,Original Publisher,0.000,1,
HB1Y2P,HISTORIA DE AMOR,,,GRUPO NUEVA LIGA,P077LY,RIGOLETTO MUSIC PUBLISHING,,Administrator,100.000,2,1
PJ42IC,PERRO TEJONERO,,,KANALES,11898486,"HAROS, PEDRO",00675463414,Composer/Author,,3,
PJ42IC,PERRO TEJONERO,,,KANALES,P003TP,SONGS OF AFINARTE,00817874992,Original Publisher,0.000,1,
PJ42IC,PERRO TEJONERO,,,KANALES,P077LY,RIGOLETTO MUSIC PUBLISHING,,Administrator,100.000,2,1
