MLC Song Code,Primary Title,ISWC,Member Song IDs,Artists,Party Id,Party Name,Party IPI,Party Role,Collectible Share,Chain of Title Id,Chain of Title Parent Id
EB24ZS,EL PAYE,,,CANELOS JRS,P077LY,RIGOLETTO MUSIC PUBLISHING,,Administrator,100.000,3,1
LB1BH0,LA GOMA Y LA CHIVA,,,CANELOS JRS,11637678,"MEZA, SERGIO BLADIMIR",,Composer/Author,,2,
LB1BH0,LA GOMA Y LA CHIVA,,,CANELOS JRS,PA39UA,MELODIES OF AFINARTE,00807953316,Original Publisher,0.000,1,2
LB1BH0,LA GOMA Y LA CHIVA,,,CANELOS JRS,P077LY,RIGOLETTO MUSIC PUBLISHING,,Administrator,100.000,3,1
EB244D,EL LAKO,,,CANELOS JRS,13083683,"MONTENEGRO, JESUS ALBERTO",,Composer/Author,,2,
EB244D,EL LAKO,,,CANELOS JRS,PA39UA,MELODIES OF AFINARTE,00807953316,Original Publisher,0.000,1,2
EB244D,EL LAKO,,,CANELOS JRS,P077LY,RIGOLETTO MUSIC PUBLISHING,,Administrator,100.000,3,1
EB24Y0,EL DEL MERCADITO,,,Canelos Jrs | CANELOS JRS,13345405,"MEZA, SERGIO BLADIMIR LEON",00826723624,Composer/Author,,2,
EB24Y0,EL DEL MERCADITO,,,Canelos Jrs | CANELOS JRS,PA39UA,MELODIES OF AFINARTE,00807953316,Original Publisher,0.000,1,2
EB24Y0,EL DEL MERCADITO,,,Canelos Jrs | CANELOS JRS,P117Z9,MELODIES OF RIGOLETTO MUSIC PUBLISHING,01036461187,Administrator,100.000,3,1
VB4R9V,VENGO POR TODO,,,ANGEL YADIER,13078514,"GARCIA, GUILLERMO ANTONIO",,Composer/Author,,2,
VB4R9V,VENGO POR TODO,,,ANGEL YADIER,PA39UA,MELODIES OF AFINARTE,00807953316,Original Publisher,0.000,1,2
VB4R9V,VENGO POR TODO,,,ANGEL YADIER,P077LY,RIGOLETTO MUSIC PUBLISHING,,Administrator,100.000,3,1
DB5ME2,DERECHO EN LO CHUECO,,,CANELOS JRS,11637678,"MEZA, SERGIO BLADIMIR",,Composer/Author,,2,
DB5ME2,DERECHO EN LO CHUECO,,,CANELOS JRS,PA39UA,MELODIES OF AFINARTE,00807953316,Original Publisher,0.000,1,2
DB5ME2,DERECHO EN LO CHUECO,,,CANELOS JRS,P077LY,RIGOLETTO MUSIC PUBLISHING,,Administrator,100.000,3,1
QB4A0X,QUE SI ME GUSTAS,,,ANGEL YADIER,13083823,"LOPEZ, ANGEL ALBERTO",,Composer/Author,,2,
QB4A0X,QUE SI ME GUSTAS,,,ANGEL YADIER,PA39UA,MELODIES OF AFINARTE,00807953316,Original Publisher,0.000,1,2
QB4A0X,QUE SI ME GUSTAS,,,ANGEL YADIER,P077LY,RIGOLETTO MUSIC PUBLISHING,,Administrator,100.000,3,1
EB2474,EL DOBLE R,,,CANELOS JRS,11637678,"MEZA, SERGIO BLADIMIR",,Composer/Author,,2,
EB2474,EL DOBLE R,,,CANELOS JRS,PA39UA,MELODIES OF AFINARTE,00807953316,Original Publisher,0.000,1,2
EB2474,EL DOBLE R,,,CANELOS JRS,P077LY,RIGOLETTO MUSIC PUBLISHING,,Administrator,100.000,3,1
VB4R38,VEN,,,CANELOS JRS,13083684,"FELIX, ALEJANDRO",,Composer/Author,,2,
VB4R38,VEN,,,CANELOS JRS,PA39UA,MELODIES OF AFINARTE,00807953316,Original Publisher,0.000,1,2
VB4R38,VEN,,,CANELOS JRS,P077LY,RIGOLETTO MUSIC PUBLISHING,,Administrator,100.000,3,1
LB1IVZ,LOS DOS FRANCISCOS,,,Canelos Jrs | CANELOS JRS,13345405,"MEZA, SERGIO BLADIMIR LEON",00826723624,Composer/Author,,2,
LB1IVZ,LOS DOS FRANCISCOS,,,Canelos Jrs | CANELOS JRS,PA39UA,MELODIES OF AFINARTE,00807953316,Original Publisher,0.000,1,2
LB1IVZ,LOS DOS FRANCISCOS,,,Canelos Jrs | CANELOS JRS,P117Z9,MELODIES OF RIGOLETTO MUSIC PUBLISHING,01036461187,Administrator,100.000,3,1
LB03RZ,LO MEJOR QUE TE HA PASADO,,,ANGEL YADIER,13042903,"GONZALEZ LOPEZ, ANGEL ALBERTO",01060434891,Composer/Author,,2,
LB03RZ,LO MEJOR QUE TE HA PASADO,,,ANGEL YADIER,13042920,"ARREDONDO ZAMORA, ELEAZAR DE JESUS",01060670485,Composer/Author,,3,
LB03RZ,LO MEJOR QUE TE HA PASADO,,,ANGEL YADIER,PA39UA,MELODIES OF AFINARTE,00807953316,Original Publisher,0.000,1,2|3
LB03RZ,LO MEJOR QUE TE HA PASADO,,,ANGEL YADIER,P077LY,RIGOLETTO MUSIC PUBLISHING,,Administrator,100.000,4,1
SD5033,SEGUN TU,,,ANGEL YADIER,13042903,"GONZALEZ LOPEZ, ANGEL ALBERTO",01060434891,Composer/Author,,2,
SD5033,SEGUN TU,,,ANGEL YADIER,13042920,"ARREDONDO ZAMORA, ELEAZAR DE JESUS",01060670485,Composer/Author,,3,
SD5033,SEGUN TU,,,ANGEL YADIER,PA39UA,MELODIES OF AFINARTE,00807953316,Original Publisher,0.000,1,2|3
SD5033,SEGUN TU,,,ANGEL YADIER,P077LY,RIGOLETTO MUSIC PUBLISHING,,Administrator,100.000,4,1
DB51LB,DEBAJO DE EL 1,,,ZAO ELAR,13042903,"GONZALEZ LOPEZ, ANGEL ALBERTO",01060434891,Composer/Author,,2,
DB51LB,DEBAJO DE EL 1,,,ZAO ELAR,PA39UA,MELODIES OF AFINARTE,00807953316,Original Publisher,0.000,1,2
DB51LB,DEBAJO DE EL 1,,,ZAO ELAR,P077LY,RIGOLETTO MUSIC PUBLISHING,,Administrator,100.000,3,1
MA3MYS,ME BUSCARAS,,,JR SALAZAR,11197918,"MARES LEYVA, DANIEL ALONSO",,Composer/Author,,2,
MA3MYS,ME BUSCARAS,,,JR SALAZAR,13040527,"LARA RIVERA, VICTOR MANUEL",00718773607,Composer/Author,,3,
MA3MYS,ME BUSCARAS,,,JR SALAZAR,P003TP,SONGS OF AFINARTE,00817874992,Original Publisher,0.000,1,2|3
MA3MYS,ME BUSCARAS,,,JR SALAZAR,P077LY,RIGOLETTO MUSIC PUBLISHING,,Administrator,100.000,4,1
PE67GH,PERFECTA,,,LOS DOS CARNALES,12647601,"QUEZADA, IMANOL",00870520350,Composer/Author,,2,
PE67GH,PERFECTA,,,LOS DOS CARNALES,P003TP,SONGS OF AFINARTE,00817874992,Original Publisher,0.000,1,2
PE67GH,PERFECTA,,,LOS DOS CARNALES,P077LY,RIGOLETTO MUSIC PUBLISHING,,Administrator,100.000,3,1
ND0ACB,NECESITO,,,LOS DOS CARNALES,12647601,"QUEZADA, IMANOL",00870520350,Composer/Author,,2,
ND0ACB,NECESITO,,,LOS DOS CARNALES,P003TP,SONGS OF AFINARTE,00817874992,Original Publisher,0.000,1,2
ND0ACB,NECESITO,,,LOS DOS CARNALES,P077LY,RIGOLETTO MUSIC PUBLISHING,,Administrator,100.000,3,1
TD8FEJ,TU PASADO,,,LOS DOS CARNALES,12647601,"QUEZADA, IMANOL",00870520350,Composer/Author,,2,
TD8FEJ,TU PASADO,,,LOS DOS CARNALES,P003TP,SONGS OF AFINARTE,00817874992,Original Publisher,0.000,1,2
TD8FEJ,TU PASADO,,,LOS DOS CARNALES,P077LY,RIGOLETTO MUSIC PUBLISHING,,Administrator,100.000,3,1
EB1HFL,EL POTRO DEL ALMA,,,LOS DOS CARNALES,12647601,"QUEZADA, IMANOL",00870520350,Composer/Author,,2,
EB1HFL,EL POTRO DEL ALMA,,,LOS DOS CARNALES,P003TP,SONGS OF AFINARTE,00817874992,Original Publisher,0.000,1,2
EB1HFL,EL POTRO DEL ALMA,,,LOS DOS CARNALES,P077LY,RIGOLETTO MUSIC PUBLISHING,,Administrator,100.000,3,1
RA3AYN,RANCHERO HASTA LAS CACHAS,,,"El Fantasma | EL FANTASMA, BRUCE TORRESCANO",11095896,"GARCIA, ALEXANDER",00782546705,Composer/Author,,2,
RA3AYN,RANCHERO HASTA LAS CACHAS,,,"El Fantasma | EL FANTASMA, BRUCE TORRESCANO",PA39UA,MELODIES OF AFINARTE,00807953316,Original Publisher,0.000,1,2
RA3AYN,RANCHERO HASTA LAS CACHAS,,,"El Fantasma | EL FANTASMA, BRUCE TORRESCANO",P117Z9,MELODIES OF RIGOLETTO MUSIC PUBLISHING,01036461187,Administrator,100.000,3,1
EA7C33,EL TENDEDERO,T3215328084,,CANELOS JRS | Canelos Jrs,7762544,"FLORES, OSCAR MANUEL AVILEZ",00674300654,Composer/Author,,2,
EA7C33,EL TENDEDERO,T3215328084,,CANELOS JRS | Canelos Jrs,PL98MD,MUSIC OF AFINARTE,00817094629,Original Publisher,0.000,1,2
EA7C33,EL TENDEDERO,T3215328084,,CANELOS JRS | Canelos Jrs,P117Z9,MELODIES OF RIGOLETTO MUSIC PUBLISHING,01036461187,Administrator,100.000,3,1
EB0OA6,EL GORDO DUARTE,,,GERARDO DIAZ Y SU GERARQUIA|GERARDO DÃ?AZ|GERARDO DÃ?A | GERARDO DAZ Y SU GERARQUA,11422900,"DIAZ BORJA, GERARDO",00845394311,Composer/Author,,2,
EB0OA6,EL GORDO DUARTE,,,GERARDO DIAZ Y SU GERARQUIA|GERARDO DÃ?AZ|GERARDO DÃ?A | GERARDO DAZ Y SU GERARQUA,PA39UA,MELODIES OF AFINARTE,00807953316,Original Publisher,0.000,1,2
EB0OA6,EL GORDO DUARTE,,,GERARDO DIAZ Y SU GERARQUIA|GERARDO DÃ?AZ|GERARDO DÃ?A | GERARDO DAZ Y SU GERARQUA,P077LY,RIGOLETTO MUSIC PUBLISHING,,Administrator,100.000,3,1
LA9QWU,"LAS ENVIDIAS, LOS CHISMES Y LAS TRAICIONES",,,GERARDO DIAZ Y SU GERARQUIA | GERARDO DAZ Y SU GERARQUA,11422900,"DIAZ BORJA, GERARDO",00845394311,Composer/Author,,2,
LA9QWU,"LAS ENVIDIAS, LOS CHISMES Y LAS TRAICIONES",,,GERARDO DIAZ Y SU GERARQUIA | GERARDO DAZ Y SU GERARQUA,PA39UA,MELODIES OF AFINARTE,00807953316,Original Publisher,0.000,1,2
LA9QWU,"LAS ENVIDIAS, LOS CHISMES Y LAS TRAICIONES",,,GERARDO DIAZ Y SU GERARQUIA | GERARDO DAZ Y SU GERARQUA,P077LY,RIGOLETTO MUSIC PUBLISHING,,Administrator,100.000,3,1
YA2Q1N,YO SOY DE LA SIERRA,,,GERARDO DIAZ Y SU GERARQUIA|EL TIGRILLO PALMA|GERARDO DÃ? | GERARDO DAZ Y SU GERARQUA,11422900,"DIAZ BORJA, GERARDO",00845394311,Composer/Author,,2,
YA2Q1N,YO SOY DE LA SIERRA,,,GERARDO DIAZ Y SU GERARQUIA|EL TIGRILLO PALMA|GERARDO DÃ? | GERARDO DAZ Y SU GERARQUA,PA39UA,MELODIES OF AFINARTE,00807953316,Original Publisher,0.000,1,2
YA2Q1N,YO SOY DE LA SIERRA,,,GERARDO DIAZ Y SU GERARQUIA|EL TIGRILLO PALMA|GERARDO DÃ? | GERARDO DAZ Y SU GERARQUA,P077LY,RIGOLETTO MUSIC PUBLISHING,,Administrator,100.000,3,1
EB0OA7,EL JEFE BARRERA,,,GERARDO DAZ Y SU GERARQUA,11422900,"DIAZ BORJA, GERARDO",00845394311,Composer/Author,,2,
EB0OA7,EL JEFE BARRERA,,,GERARDO DAZ Y SU GERARQUA,PA39UA,MELODIES OF AFINARTE,00807953316,Original Publisher,0.000,1,2
EB0OA7,EL JEFE BARRERA,,,GERARDO DAZ Y SU GERARQUA,P077LY,RIGOLETTO MUSIC PUBLISHING,,Administrator,100.000,3,1
EB0OBE,EL 2X50,,,GERARDO DIAZ Y SU GERARQUIA|GERARDO DÃ?AZ|GERARDO DÃ?A | GERARDO DAZ Y SU GERARQUA,11422900,"DIAZ BORJA, GERARDO",00845394311,Composer/Author,,2,
EB0OBE,EL 2X50,,,GERARDO DIAZ Y SU GERARQUIA|GERARDO DÃ?AZ|GERARDO DÃ?A | GERARDO DAZ Y SU GERARQUA,PA39UA,MELODIES OF AFINARTE,00807953316,Original Publisher,0.000,1,2
EB0OBE,EL 2X50,,,GERARDO DIAZ Y SU GERARQUIA|GERARDO DÃ?AZ|GERARDO DÃ?A | GERARDO DAZ Y SU GERARQUA,P077LY,RIGOLETTO MUSIC PUBLISHING,,Administrator,100.000,3,1
YA2Q1F,YO SOY DE TIERRA CALIENTE,,,GERARDO DIAZ Y SU GERARQUIA|GERARDO DÃ?AZ|GERARDO DÃ?A | GERARDO DAZ Y SU GERARQUA,11422900,"DIAZ BORJA, GERARDO",00845394311,Composer/Author,,2,
YA2Q1F,YO SOY DE TIERRA CALIENTE,,,GERARDO DIAZ Y SU GERARQUIA|GERARDO DÃ?AZ|GERARDO DÃ?A | GERARDO DAZ Y SU GERARQUA,PA39UA,MELODIES OF AFINARTE,00807953316,Original Publisher,0.000,1,2
YA2Q1F,YO SOY DE TIERRA CALIENTE,,,GERARDO DIAZ Y SU GERARQUIA|GERARDO DÃ?AZ|GERARDO DÃ?A | GERARDO DAZ Y SU GERARQUA,P077LY,RIGOLETTO MUSIC PUBLISHING,,Administrator,100.000,3,1
LA9QXR,"LLORAR, LLORAR, LLORAR",,,GERARDO DIAZ Y SU GERARQUIA | GERARDO DAZ Y SU GERARQUA,11422900,"DIAZ BORJA, GERARDO",00845394311,Composer/Author,,2,
LA9QXR,"LLORAR, LLORAR, LLORAR",,,GERARDO DIAZ Y SU GERARQUIA | GERARDO DAZ Y SU GERARQUA,PA39UA,MELODIES OF AFINARTE,00807953316,Original Publisher,0.000,1,2
LA9QXR,"LLORAR, LLORAR, LLORAR",,,GERARDO DIAZ Y SU GERARQUIA | GERARDO DAZ Y SU GERARQUA,P077LY,RIGOLETTO MUSIC PUBLISHING,,Administrator,100.000,3,1
LA9QXY,LA MAYIZA,,,EL FANTASMA,8886239,"GARCIA, ALEXANDER",00511651390,Composer/Author,,2,
LA9QXY,LA MAYIZA,,,EL FANTASMA,PA39UA,MELODIES OF AFINARTE,00807953316,Original Publisher,0.000,1,2
LA9QXY,LA MAYIZA,,,EL FANTASMA,P077LY,RIGOLETTO MUSIC PUBLISHING,,Administrator,100.000,3,1
MA6CO3,MI IDOLATRIA,,,DINAMICOS JRS,13267712,"RODRIGUEZ, FRANCISCO JAVIER MEDRANO",,Composer/Author,,2,
MA6CO3,MI IDOLATRIA,,,DINAMICOS JRS,PA39UA,MELODIES OF AFINARTE,00807953316,Original Publisher,0.000,1,2
MA6CO3,MI IDOLATRIA,,,DINAMICOS JRS,P077LY,RIGOLETTO MUSIC PUBLISHING,,Administrator,100.000,3,1
EB3KSF,EL COMPA JESSY,,,MARCA MP | LOS AUSTEROS DE DURANGO,13267501,"MONTENEGRO, JESUS ALBERTO ORDONEZ",,Composer/Author,,2,
EB3KSF,EL COMPA JESSY,,,MARCA MP | LOS AUSTEROS DE DURANGO,PA39UA,MELODIES OF AFINARTE,00807953316,Original Publisher,0.000,1,2
EB3KSF,EL COMPA JESSY,,,MARCA MP | LOS AUSTEROS DE DURANGO,P077LY,RIGOLETTO MUSIC PUBLISHING,,Administrator,100.000,3,1
EB26RP,EL TRIPLE 6,,,CANELOS JRS,13345405,"MEZA, SERGIO BLADIMIR LEON",00826723624,Composer/Author,,2,
EB26RP,EL TRIPLE 6,,,CANELOS JRS,PA39UA,MELODIES OF AFINARTE,00807953316,Original Publisher,0.000,1,2
EB26RP,EL TRIPLE 6,,,CANELOS JRS,P077LY,RIGOLETTO MUSIC PUBLISHING,,Administrator,100.000,3,1
MA2M9Q,ME ESTOY ACOSTUMBRANDO,,,LOS DOS CARNALES,12647601,"QUEZADA, IMANOL",00870520350,Composer/Author,,2,
MA2M9Q,ME ESTOY ACOSTUMBRANDO,,,LOS DOS CARNALES,P003TP,SONGS OF AFINARTE,00817874992,Original Publisher,0.000,1,2
MA2M9Q,ME ESTOY ACOSTUMBRANDO,,,LOS DOS CARNALES,P077LY,RIGOLETTO MUSIC PUBLISHING,,Administrator,100.000,3,1
EB207P,EN FIN,,,LOS DOS CARNALES,13345554,"QUEZADA, ALFONSO DE JESUS",00870476513,Composer/Author,,3,
EB207P,EN FIN,,,LOS DOS CARNALES,12647601,"QUEZADA, IMANOL",00870520350,Composer/Author,,2,
EB207P,EN FIN,,,LOS DOS CARNALES,P003TP,SONGS OF AFINARTE,00817874992,Original Publisher,0.000,1,2|3
EB207P,EN FIN,,,LOS DOS CARNALES,P077LY,RIGOLETTO MUSIC PUBLISHING,,Administrator,100.000,4,1
MA2F5T,MENDIGOS BORRACHOS,,,LOS HIJOS DE MANUEL,13650318,"SOLANO, JOSE",00506329272,Composer/Author,,2,
MA2F5T,MENDIGOS BORRACHOS,,,LOS HIJOS DE MANUEL,P003TP,SONGS OF AFINARTE,00817874992,Original Publisher,0.000,1,2
MA2F5T,MENDIGOS BORRACHOS,,,LOS HIJOS DE MANUEL,P077LY,RIGOLETTO MUSIC PUBLISHING,,Administrator,100.000,3,1
LA06M7,LA FIESTA,,,LOS DOS CARNALES,12647601,"QUEZADA, IMANOL",00870520350,Composer/Author,,2,
LA06M7,LA FIESTA,,,LOS DOS CARNALES,P003TP,SONGS OF AFINARTE,00817874992,Original Publisher,0.000,1,2
LA06M7,LA FIESTA,,,LOS DOS CARNALES,P077LY,RIGOLETTO MUSIC PUBLISHING,,Administrator,100.000,3,1
CB8B01,CADENA PERPETUA,,,LOS DOS CARNALES,12647601,"QUEZADA, IMANOL",00870520350,Composer/Author,,2,
CB8B01,CADENA PERPETUA,,,LOS DOS CARNALES,P003TP,SONGS OF AFINARTE,00817874992,Original Publisher,0.000,1,2
CB8B01,CADENA PERPETUA,,,LOS DOS CARNALES,P077LY,RIGOLETTO MUSIC PUBLISHING,,Administrator,100.000,3,1
YA14J5,YA VALIMOS,,,LOS DOS CARNALES,12647601,"QUEZADA, IMANOL",00870520350,Composer/Author,,3,
YA14J5,YA VALIMOS,,,LOS DOS CARNALES,3727766,"CANTU, RODOLFO EDEN MUNOZ",00635044859,Composer/Author,,4,
YA14J5,YA VALIMOS,,,LOS DOS CARNALES,P003TP,SONGS OF AFINARTE,00817874992,Original Publisher,0.000,1,
YA14J5,YA VALIMOS,,,LOS DOS CARNALES,P077LY,RIGOLETTO MUSIC PUBLISHING,,Administrator,50.000,2,1
CB7WWQ,CALDERON ES APODADO,,,NICOLAS GARCIA,9489656,"GARCIA, NICOLAS",,Composer/Author,,3,
CB7WWQ,CALDERON ES APODADO,,,NICOLAS GARCIA,P003TP,SONGS OF AFINARTE,00817874992,Original Publisher,0.000,1,
CB7WWQ,CALDERON ES APODADO,,,NICOLAS GARCIA,P077LY,RIGOLETTO MUSIC PUBLISHING,,Administrator,100.000,2,1
LB20F4,LA CHAPIZA,,,EL FANTASMA,8886239,"GARCIA, ALEXANDER",00511651390,Composer/Author,,2,
LB20F4,LA CHAPIZA,,,EL FANTASMA,PA39UA,MELODIES OF AFINARTE,00807953316,Original Publisher,0.000,1,2
LB20F4,LA CHAPIZA,,,EL FANTASMA,P077LY,RIGOLETTO MUSIC PUBLISHING,,Administrator,100.000,3,1
QA7GD1,QUE SI ME GUSTAS,,,ANGEL YADIER,9068892,"GONZALEZ, ANGEL",,Composer/Author,,2,
QA7GD1,QUE SI ME GUSTAS,,,ANGEL YADIER,PA39UA,MELODIES OF AFINARTE,00807953316,Original Publisher,0.000,1,2
QA7GD1,QUE SI ME GUSTAS,,,ANGEL YADIER,P077LY,RIGOLETTO MUSIC PUBLISHING,,Administrator,100.000,3,1
YA1VUT,YA NO ME IMPORTA,,,ADRIANA RÃ?OS | ADRIANA RIOS,13624008,"RIOS, ADRIANA",,Composer/Author,,2,
YA1VUT,YA NO ME IMPORTA,,,ADRIANA RÃ?OS | ADRIANA RIOS,PA39UA,MELODIES OF AFINARTE,00807953316,Original Publisher,0.000,1,2
YA1VUT,YA NO ME IMPORTA,,,ADRIANA RÃ?OS | ADRIANA RIOS,P077LY,RIGOLETTO MUSIC PUBLISHING,,Administrator,100.000,3,1
CB731W,COMANDO DE GUERREROS,,,EL FANTASMA,8886239,"GARCIA, ALEXANDER",00511651390,Composer/Author,,2,
CB731W,COMANDO DE GUERREROS,,,EL FANTASMA,PA39UA,MELODIES OF AFINARTE,00807953316,Original Publisher,0.000,1,2
CB731W,COMANDO DE GUERREROS,,,EL FANTASMA,P077LY,RIGOLETTO MUSIC PUBLISHING,,Administrator,100.000,3,1
SI0B1R,SOMOS DE DURANGO,,,EL FANTASMA,8886239,"GARCIA, ALEXANDER",00511651390,Composer/Author,,2,
SI0B1R,SOMOS DE DURANGO,,,EL FANTASMA,PA39UA,MELODIES OF AFINARTE,00807953316,Original Publisher,0.000,1,2
SI0B1R,SOMOS DE DURANGO,,,EL FANTASMA,P077LY,RIGOLETTO MUSIC PUBLISHING,,Administrator,100.000,3,1
DA6B1Y,DICEN,,,ANGEL SAUCEDA,13029133,"GASTELUM, ANGEL RENE",,Composer/Author,,2,
DA6B1Y,DICEN,,,ANGEL SAUCEDA,PA39UA,MELODIES OF AFINARTE,00807953316,Original Publisher,0.000,1,2
DA6B1Y,DICEN,,,ANGEL SAUCEDA,P077LY,RIGOLETTO MUSIC PUBLISHING,,Administrator,100.000,3,1
LB20ER,LA MENCHIZA,,,EL FANTASMA,8886239,"GARCIA, ALEXANDER",00511651390,Composer/Author,,2,
LB20ER,LA MENCHIZA,,,EL FANTASMA,PA39UA,MELODIES OF AFINARTE,00807953316,Original Publisher,0.000,1,2
LB20ER,LA MENCHIZA,,,EL FANTASMA,P077LY,RIGOLETTO MUSIC PUBLISHING,,Administrator,100.000,3,1
EB1KF5,EL ABUELO,,,LOS DOS CARNALES,13624295,"QUEZADA, IMANOL",,Composer/Author,,3,
EB1KF5,EL ABUELO,,,LOS DOS CARNALES,P003TP,SONGS OF AFINARTE,00817874992,Original Publisher,0.000,1,
EB1KF5,EL ABUELO,,,LOS DOS CARNALES,P077LY,RIGOLETTO MUSIC PUBLISHING,,Administrator,100.000,2,1
AB2PZB,ARRASTRANDO LAS PATAS,,,IMPOSTORES DE NUEVO LEON,12904028,"AGUILERA, AMADOR",,Composer/Author,,3,
AB2PZB,ARRASTRANDO LAS PATAS,,,IMPOSTORES DE NUEVO LEON,P003TP,SONGS OF AFINARTE,00817874992,Original Publisher,0.000,1,
AB2PZB,ARRASTRANDO LAS PATAS,,,IMPOSTORES DE NUEVO LEON,P077LY,RIGOLETTO MUSIC PUBLISHING,,Administrator,100.000,2,1
EB1C9M,EL CP3,,,LOS AUSTEROS DE DURANGO,9345804,"GUZMAN, JUAN LUIS",,Composer/Author,,2,
EB1C9M,EL CP3,,,LOS AUSTEROS DE DURANGO,PA39UA,MELODIES OF AFINARTE,00807953316,Original Publisher,0.000,1,2
EB1C9M,EL CP3,,,LOS AUSTEROS DE DURANGO,P077LY,RIGOLETTO MUSIC PUBLISHING,,Administrator,100.000,3,1
CB7WV7,CERO AMPARO (EL RR),,,EL FANTASMA,8886239,"GARCIA, ALEXANDER",00511651390,Composer/Author,,2,
CB7WV7,CERO AMPARO (EL RR),,,EL FANTASMA,PA39UA,MELODIES OF AFINARTE,00807953316,Original Publisher,0.000,1,2
CB7WV7,CERO AMPARO (EL RR),,,EL FANTASMA,P077LY,RIGOLETTO MUSIC PUBLISHING,,Administrator,100.000,3,1
YA1VWQ,Y TE VOY A EXTRAÑAR,,,IMPOSTORES DE NUEVO LEON,13623607,"PALOMARES, JOSE MARTIN",,Composer/Author,,3,
YA1VWQ,Y TE VOY A EXTRAÑAR,,,IMPOSTORES DE NUEVO LEON,P003TP,SONGS OF AFINARTE,00817874992,Original Publisher,0.000,1,
YA1VWQ,Y TE VOY A EXTRAÑAR,,,IMPOSTORES DE NUEVO LEON,P077LY,RIGOLETTO MUSIC PUBLISHING,,Administrator,100.000,2,1
LB2Y9L,LA TOXICA,,,LOS DOS CARNALES,13623903,"JR, ALFONSO DE JESUS",,Composer/Author,,3,
LB2Y9L,LA TOXICA,,,LOS DOS CARNALES,P003TP,SONGS OF AFINARTE,00817874992,Original Publisher,0.000,1,
LB2Y9L,LA TOXICA,,,LOS DOS CARNALES,P077LY,RIGOLETTO MUSIC PUBLISHING,,Administrator,100.000,2,1
EB1C46,EL MAYOR,,,ALEMI BUSTOS,13290198,"HURTADO, ALEMI",,Composer/Author,,2,
EB1C46,EL MAYOR,,,ALEMI BUSTOS,PA39UA,MELODIES OF AFINARTE,00807953316,Original Publisher,0.000,1,2
EB1C46,EL MAYOR,,,ALEMI BUSTOS,P077LY,RIGOLETTO MUSIC PUBLISHING,,Administrator,100.000,3,1
GA68TS,GARANTIZADO,,,ALEMI BUSTOS,13290198,"HURTADO, ALEMI",,Composer/Author,,2,
GA68TS,GARANTIZADO,,,ALEMI BUSTOS,PA39UA,MELODIES OF AFINARTE,00807953316,Original Publisher,0.000,1,2
GA68TS,GARANTIZADO,,,ALEMI BUSTOS,P077LY,RIGOLETTO MUSIC PUBLISHING,,Administrator,100.000,3,1
EB1DBR,EN FIN,,,LOS DOS CARNALES,13624295,"QUEZADA, IMANOL",,Composer/Author,,3,
EB1DBR,EN FIN,,,LOS DOS CARNALES,P003TP,SONGS OF AFINARTE,00817874992,Original Publisher,0.000,1,
EB1DBR,EN FIN,,,LOS DOS CARNALES,P077LY,RIGOLETTO MUSIC PUBLISHING,,Administrator,100.000,2,1
LB20FK,LA FRASE DEL AMIGO,,,LOS AUSTEROS DE DURANGO,8624101,"SANCHEZ, JUAN LUIS",,Composer/Author,,2,
LB20FK,LA FRASE DEL AMIGO,,,LOS AUSTEROS DE DURANGO,PA39UA,MELODIES OF AFINARTE,00807953316,Original Publisher,0.000,1,2
LB20FK,LA FRASE DEL AMIGO,,,LOS AUSTEROS DE DURANGO,P077LY,RIGOLETTO MUSIC PUBLISHING,,Administrator,100.000,3,1
FE7S6Z,FUE POR TU CULPA,,,ANGEL SAUCEDA,13029149,"SAUCEDA, ANGEL",,Composer/Author,,2,
FE7S6Z,FUE POR TU CULPA,,,ANGEL SAUCEDA,PA39UA,MELODIES OF AFINARTE,00807953316,Original Publisher,0.000,1,2
FE7S6Z,FUE POR TU CULPA,,,ANGEL SAUCEDA,P077LY,RIGOLETTO MUSIC PUBLISHING,,Administrator,100.000,3,1
AB24UF,A LA PRIMERA,,,ALEMI BUSTOS,13290198,"HURTADO, ALEMI",,Composer/Author,,2,
AB24UF,A LA PRIMERA,,,ALEMI BUSTOS,PA39UA,MELODIES OF AFINARTE,00807953316,Original Publisher,0.000,1,2
AB24UF,A LA PRIMERA,,,ALEMI BUSTOS,P077LY,RIGOLETTO MUSIC PUBLISHING,,Administrator,100.000,3,1
EB0598,EL TERRENO DE GUERO FLORES,,,LOS DOS CARNALES,12647601,"QUEZADA, IMANOL",00870520350,Composer/Author,,2,
EB0598,EL TERRENO DE GUERO FLORES,,,LOS DOS CARNALES,P003TP,SONGS OF AFINARTE,00817874992,Original Publisher,0.000,1,2
EB0598,EL TERRENO DE GUERO FLORES,,,LOS DOS CARNALES,P077LY,RIGOLETTO MUSIC PUBLISHING,,Administrator,100.000,3,1
LA3U2B,LA ORGANIZACION,,,LOS DOS CARNALES,12647601,"QUEZADA, IMANOL",00870520350,Composer/Author,,2,
LA3U2B,LA ORGANIZACION,,,LOS DOS CARNALES,P003TP,SONGS OF AFINARTE,00817874992,Original Publisher,0.000,1,2
LA3U2B,LA ORGANIZACION,,,LOS DOS CARNALES,P077LY,RIGOLETTO MUSIC PUBLISHING,,Administrator,100.000,3,1
LA3UVE,LIC PONCE,,,LOS DOS CARNALES,13345554,"QUEZADA, ALFONSO DE JESUS",00870476513,Composer/Author,,3,
